UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
ROBBERY,201520053,5/31/2020,1362 BOULEVARD SE,607,Benteen Park,W,33.71744,-84.36818
LARCENY,201520149,5/31/2020,2716 MLK JR DR SW,405,Harland Terrace,I,33.75395,-84.47612
LARCENY,201520174,5/31/2020,17 BAKER ST NE,509,Downtown,M,33.76215,-84.38675
BURGLARY,201520199,5/31/2020,1980 DELOWE DR SW,410,Campbellton Road,R,33.70106,-84.45698
LARCENY,201520274,5/31/2020,1754 RICHMOND CIR SE,307,Lakewood Heights,Y,33.70698,-84.3745
AGG ASSAULT,201520296,5/31/2020,991 STONEWALL DR SE,308,Leila Valley,Z,33.68995,-84.3568
LARCENY,201520306,5/31/2020,3410 ALEXANDER RD NE,209,North Buckhead,B,33.85387,-84.36702
BURGLARY,201520422,5/31/2020,3232 PEACHTREE RD NE,208,Buckhead Forest,B,33.84413,-84.37409
AGG ASSAULT,201520430,5/31/2020,101 ANDREW YOUNG INTERNA BLVD NW @AC HOTEL,508,Downtown,M,33.76008,-84.39106
LARCENY,201520455,5/31/2020,1178 VIRGINIA AVE NE,601,Virginia Highland,F,33.78005,-84.34877
BURGLARY,201520478,5/31/2020,3535 PEACHTREE RD NE ,210,Lenox,B,33.85182,-84.3595
LARCENY,201520484,5/31/2020,2324 CASCADE RD SW,409,Adams Park,R,33.72186,-84.46462
AGG ASSAULT,201520487,5/31/2020,2228 JONESBORO RD SE,308,Norwood Manor,Z,33.69379,-84.3672
LARCENY,201520494,5/31/2020,3478 LAKESIDE DR NE,210,Buckhead Heights,B,33.84872,-84.35723
LARCENY,201520558,5/31/2020,135 FAIRBURN RD SW,407,Wisteria Gardens,H,33.75344,-84.50608
AUTO THEFT,201520565,5/31/2020,17 JESSE HILL JR DR NE,510,Downtown,M,33.75487,-84.37999
BURGLARY,201520582,5/31/2020,1070 MAYSON TURNER RD NW,105,Washington Park,K,33.76178,-84.42201
AGG ASSAULT,201520591,5/31/2020,16 WILLIAM H BORDERS DR SE,604,Sweet Auburn,M,33.75395,-84.37543
LARCENY,201520607,5/31/2020,299 N HIGHLAND AVE NE,602,Inman Park,N,33.76198,-84.35846
AGG ASSAULT,201520800,5/31/2020,2500 CENTER ST NW,113,Carey Park,G,33.78999,-84.47156
BURGLARY,201520824,5/31/2020,91 WILLOW WOOD CIR,611,East Lake,O,33.74934,-84.30392
LARCENY,201520825,5/31/2020,619 EDGEWOOD AVE SE,604,Old Fourth Ward,M,33.75412,-84.36717
LARCENY,201520838,5/31/2020,1683 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.7083,-84.38035
LARCENY,201520850,5/31/2020,898 AUBURN AVE NE ,604,Old Fourth Ward,M,33.75757,-84.36563
LARCENY,201520852,5/31/2020,3500 MARTIN L KING JR DR SW,407,Adamsville,H,33.75735,-84.50282
AGG ASSAULT,201520864,5/31/2020,1935 ALISON CT SW @FRANCISCAN CLUB APT,410,Fort Valley,R,33.70045,-84.45071
LARCENY,201520880,5/31/2020,931 MONROE DR NE @BELTLINE BUSINESS,614,Midtown,E,33.77909,-84.36717
LARCENY,201520925,5/31/2020,190 MARIETTA ST NW @CNN CENTER,507,Downtown,M,33.75757,-84.39487
LARCENY,201520947,5/31/2020,683 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73646,-84.41838
BURGLARY,201520948,5/31/2020,98 FORSYTH ST,508,English Avenue,L,33.7638,-84.40349
AGG ASSAULT,201521022,5/31/2020,20  ALABAMA ST SW @FIVE POINTS MARTA ST,511,Downtown,M,33.75203,-84.38944
LARCENY,201521031,5/31/2020,287 ELIZABETH ST NE,602,Inman Park,N,33.76233,-84.35772
AUTO THEFT,201521153,5/31/2020,151 SAMPSON ST NE @BELTLINE BUSINESS,604,Old Fourth Ward,M,33.75831,-84.36507
AGG ASSAULT,201521191,5/31/2020,532 CLEVELAND AVE SW,311,Hammond Park,X,33.68116,-84.4059
AGG ASSAULT,201521316,5/31/2020,880 W PEACHTREE ST NW,505,Midtown,E,33.77885,-84.38739
ROBBERY,201521330,5/31/2020,1270 CAROLINE ST NE,609,Edgewood,O,33.75859,-84.3473
AGG ASSAULT,201521370,5/31/2020,1229 ALLENE AVE SW,301,Capitol View,X,33.72132,-84.41313
AUTO THEFT,201521433,5/31/2020,950 GARIBALDI ST SW,302,Pittsburgh,V,33.72889,-84.3991
AGG ASSAULT,201521435,5/31/2020,2619 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.77579,-84.47254
LARCENY,201521550,5/31/2020,908 PIEDMONT AVE NE,505,Midtown,E,33.77942,-84.38146
AGG ASSAULT,201512100,5/31/2020,870 MAYSON TURNER RD NW,102,Vine City,L,33.756,-84.41629
BURGLARY,201512424,5/30/2020,907 MARTIN L KING JR DR NW,102,Vine City,L,33.7548,-84.41692
AGG ASSAULT,201501820,5/30/2020,200 TED TURNER DR NW,508,Downtown,M,33.75988,-84.38912
AGG ASSAULT,201510004,5/30/2020,44 PRYOR ST SE,511,Downtown,M,33.75332,-84.38931
AGG ASSAULT,201510005,5/30/2020,100 CENTENNIAL OLYMPIC P DR NW @Z5,507,Downtown,M,33.75711,-84.39504
AGG ASSAULT,201510011,5/30/2020,793 JOSEPH E BOONE BLVD NW,506,English Avenue,L,33.76363,-84.41334
BURGLARY,201510016,5/30/2020,3225 PEACHTREE RD NE,206,Buckhead Village,B,33.84245,-84.37269
BURGLARY,201510038,5/30/2020,3535 PEACHTREE RD NE @TARGET - PEACHTREE,210,Lenox,B,33.85182,-84.3595
BURGLARY,201510104,5/30/2020,218 PEACHTREE ST NW,508,Downtown,M,33.76028,-84.38768
AGG ASSAULT,201510166,5/30/2020,2524 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75285,-84.47033
BURGLARY,201510169,5/30/2020,300 PEACHTREE ST NE,508,Downtown,M,33.76293,-84.38714
BURGLARY,201510184,5/30/2020,29 BAKER ST NW,508,Downtown,M,33.76235,-84.38852
HOMICIDE,201510223,5/30/2020,215 PIEDMONT AVE NE,509,Downtown,M,33.76029,-84.38207
BURGLARY,201510235,5/30/2020,30 MARIETTA ST NW,511,Downtown,M,33.75501,-84.39077
BURGLARY,201510300,5/30/2020,3431 LENOX RD NE,210,,,0,0
BURGLARY,201510322,5/30/2020,226 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73675,-84.39489
LARCENY,201510369,5/30/2020,1720 MARTIN L KING JR DR SW,104,Mozley Park,K,33.75083,-84.44341
BURGLARY,201510382,5/30/2020,160 SPRING ST SW,512,Downtown,M,33.75077,-84.39679
BURGLARY,201510448,5/30/2020,3637 PEACHTREE RD NE @ANTWERP DIAMONDS,210,Lenox,B,33.85325,-84.35832
ROBBERY,201510449,5/30/2020,1299 NORTHSIDE DR NW,207,Loring Heights,E,33.79201,-84.40569
BURGLARY,201510472,5/30/2020,280 ELIZABETH ST NE,602,Inman Park,N,33.76198,-84.35846
ROBBERY,201510503,5/30/2020,75 JOHN PORTMAN BLD,508,Downtown,M,33.76082,-84.38767
BURGLARY,201510554,5/30/2020,3651 PIEDMONT RD NE,209,North Buckhead,B,33.85419,-84.38236
BURGLARY,201510567,5/30/2020,874 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73788,-84.41643
BURGLARY,201510572,5/30/2020,3330 PIEDMONT RD NE,208,Buckhead Forest,B,33.84621,-84.37277
BURGLARY,201510575,5/30/2020,1544 PIEDMONT AVE NE @ANSLEY MALL,613,Piedmont Heights,F,33.79789,-84.37101
LARCENY,201510588,5/30/2020,1140 AUSTIN AVE NE,602,Inman Park,N,33.7621,-84.35035
BURGLARY,201510594,5/30/2020,3802 ROSWELL RD NE,209,East Chastain Park,B,33.85865,-84.38102
BURGLARY,201510602,5/30/2020,3330 PIEDMONT RD NE,208,Buckhead Forest,B,33.84621,-84.37277
BURGLARY,201510613,5/30/2020,1085 KATHERWOOD DR SW,306,Sylvan Hills,X,33.71022,-84.42372
BURGLARY,201510618,5/30/2020,2893 PEACHTREE RD NE,206,Garden Hills,B,33.83392,-84.38245
BURGLARY,201510624,5/30/2020,3199 MAPLE DR NE,206,Buckhead Village,B,33.84165,-84.37224
AGG ASSAULT,201510634,5/30/2020,874 VERA ST SE,607,Ormewood Park,W,33.7348,-84.35895
BURGLARY,201510641,5/30/2020,3235 ROSWELL RD NE,208,Buckhead Forest,B,33.84341,-84.37853
BURGLARY,201510644,5/30/2020,1715 HOWELL MILL RD NW @Multiple,204,Berkeley Park,D,33.80089,-84.4157
LARCENY,201510649,5/30/2020,3088 PIEDMONT RD NE,206,Buckhead Village,B,33.83971,-84.36983
BURGLARY,201510654,5/30/2020,3280 PEACHTREE RD NE,208,North Buckhead,B,33.8445,-84.37017
BURGLARY,201510668,5/30/2020,3235 PACES FERRY PL NW,206,South Tuxedo Park,B,33.84316,-84.38168
BURGLARY,201510672,5/30/2020,2020 HOWELL MILL RD NW @PUBLIX - HOWELL,205,Wildwood (NPU-C),C,33.81022,-84.41347
BURGLARY,201510675,5/30/2020,1061 PONCE DE LEON AVE NE @PLAZA DRUGS,602,Poncey-Highland,N,33.77374,-84.35265
BURGLARY,201510684,5/30/2020,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532
BURGLARY,201510694,5/30/2020,2020 HOWELL MILL RD NW ,205,Wildwood (NPU-C),C,33.81022,-84.41347
BURGLARY,201510705,5/30/2020,564 LEE ST SW,401,West End,T,33.73956,-84.4138
BURGLARY,201510713,5/30/2020,865 N HIGHLAND AVE NE,601,Virginia Highland,F,33.77822,-84.35225
BURGLARY,201510721,5/30/2020,2900 PEACHTREE RD NW ,206,Peachtree Heights West,B,33.83399,-84.3841
BURGLARY,201510733,5/30/2020,3070 BOLLING WAY NE,206,Buckhead Village,B,33.83888,-84.37995
BURGLARY,201510742,5/30/2020,1209 CAROLINE ST NE,609,Edgewood,O,33.75667,-84.34887
BURGLARY,201510760,5/30/2020,1544 PIEDMONT AVE NE,613,Piedmont Heights,F,33.79668,-84.36951
BURGLARY,201510769,5/30/2020,3145 PEACHTREE RD NE,206,Buckhead Village,B,33.84026,-84.37738
BURGLARY,201510778,5/30/2020,2955 PEACHTREE RD NE,206,Garden Hills,B,33.83564,-84.38133
BURGLARY,201510779,5/30/2020,1829 DELOWE DR SW,410,Campbellton Road,R,33.70515,-84.4574
AGG ASSAULT,201510784,5/30/2020,3819 JONESBORO RD SE,313,South River Gardens,Z,33.64933,-84.36635
BURGLARY,201510788,5/30/2020,225 10TH ST NE,503,Midtown,E,33.78169,-84.37996
BURGLARY,201510789,5/30/2020,3261 PEACHTREE RD NE,208,Peachtree Park,B,33.84347,-84.36951
BURGLARY,201510794,5/30/2020,100 ROGERS ST NE,609,Kirkwood,O,33.75617,-84.32951
BURGLARY,201510797,5/30/2020,2221 PEACHTREE RD NE,211,,E,33.81509,-84.39149
BURGLARY,201510822,5/30/2020,22 BENNETT ST NW,207,,C,33.81194,-84.39336
AUTO THEFT,201510838,5/30/2020,3040 PIEDMONT RD NE,206,Buckhead Village,B,33.8379,-84.36906
AGG ASSAULT,201510841,5/30/2020,1945 MORELAND AVE SE,308,Thomasville Heights,Z,33.70119,-84.35007
BURGLARY,201510843,5/30/2020,969 MARIETTA ST NW,504,Marietta Street Artery,E,33.77876,-84.40931
BURGLARY,201510852,5/30/2020,3330 PIEDMONT RD NE ,208,Buckhead Forest,B,33.84564,-84.37462
BURGLARY,201510855,5/30/2020,252 PHARR RD NE,206,Buckhead Village,B,33.83732,-84.3786
BURGLARY,201510871,5/30/2020,3330 PIEDMONT RD NE @CALL BOX 19,208,Buckhead Forest,B,33.84564,-84.37462
BURGLARY,201510878,5/30/2020,3330 PIEDMONT RD NE @KROGER - PIEDMONT,208,Buckhead Forest,B,33.84564,-84.37462
BURGLARY,201510879,5/30/2020,1529 PIEDMONT AVE NE,613,Morningside/Lenox Park,F,33.79634,-84.36956
BURGLARY,201510884,5/30/2020,2409 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82093,-84.36741
BURGLARY,201510906,5/30/2020,3658 ROSWELL RD NW,202,Tuxedo Park,A,33.85475,-84.38297
AUTO THEFT,201510920,5/30/2020,1537 RALPH DAVID ABERNATHY BLVD SW,404,Westview,T,33.74341,-84.43775
BURGLARY,201510921,5/30/2020,3368 PEACHTREE RD NE,208,North Buckhead,B,33.84713,-84.36802
LARCENY,201510925,5/30/2020,267 MARIETTA ST NW,508,Downtown,M,33.76071,-84.39469
BURGLARY,201510927,5/30/2020,3275 PEACHTREE RD NE,208,Peachtree Park,B,33.84451,-84.36977
BURGLARY,201510937,5/30/2020,2423 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82126,-84.36737
BURGLARY,201510938,5/30/2020,2561 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82561,-84.36464
BURGLARY,201510946,5/30/2020,250 PARK AVENUE WEST NW ,508,Downtown,M,33.76116,-84.39438
BURGLARY,201510950,5/30/2020,68 BROAD ST NW,508,Downtown,M,33.75582,-84.38942
BURGLARY,201510957,5/30/2020,3330 PIEDMONT RD NE @KROGER - PIEDMONT,208,Buckhead Forest,B,33.84564,-84.37462
BURGLARY,201510961,5/30/2020,3330 PIEDMONT RD NE @Multiple,208,Buckhead Forest,B,33.84564,-84.37462
BURGLARY,201510993,5/30/2020,84 LUCKIE ST NW,508,Downtown,M,33.75702,-84.3896
BURGLARY,201511005,5/30/2020,60 PEACHTREE ST NW,508,Downtown,M,33.75533,-84.38914
BURGLARY,201511006,5/30/2020,3275 PEACHTREE RD NE,208,Peachtree Park,B,33.84439,-84.36942
LARCENY,201511011,5/30/2020,748 DONALD LEE HOLLOWELL PKWY NW,506,English Avenue,L,33.7728,-84.41168
BURGLARY,201511025,5/30/2020,3057 PEACHTREE RD NE,206,Buckhead Village,B,33.83867,-84.38019
BURGLARY,201511039,5/30/2020,3115 PIEDMONT RD NE,211,Peachtree Park,B,33.84156,-84.36947
BURGLARY,201511057,5/30/2020,87 WALTON ST NW @VEW WALTON,508,Downtown,M,33.75689,-84.39112
BURGLARY,201511059,5/30/2020,3330 PIEDMONT RD NE,208,Buckhead Forest,B,33.84621,-84.37277
BURGLARY,201511060,5/30/2020,935 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80014,-84.41851
LARCENY,201511063,5/30/2020,2114 OLD GEORGIAN TER NW,103,Whittier Mill Village,D,33.81349,-84.48156
BURGLARY,201511064,5/30/2020,3275 PEACHTREE RD NE,208,Peachtree Park,B,33.84439,-84.36942
BURGLARY,201511074,5/30/2020,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
BURGLARY,201511084,5/30/2020,3330 PIEDMONT RD NE,208,Buckhead Forest,B,33.84621,-84.37277
BURGLARY,201511099,5/30/2020,3368 PEACHTREE RD NE,208,North Buckhead,B,33.84713,-84.36802
BURGLARY,201511101,5/30/2020,1943 PEACHTREE RD NE,207,Brookwood Hills,E,33.80799,-84.39355
BURGLARY,201511104,5/30/2020,3167 PEACHTREE RD NE,206,Buckhead Village,B,33.84031,-84.37588
BURGLARY,201511109,5/30/2020,3330 PIEDMONT RD NE @Multiple,208,Buckhead Forest,B,33.84564,-84.37462
BURGLARY,201511118,5/30/2020,3275 PEACHTREE RD NE,208,Peachtree Park,B,33.84439,-84.36942
AUTO THEFT,201511120,5/30/2020,144 PONCE DE LEON AVE,505,Midtown,E,33.77255,-84.38249
BURGLARY,201511141,5/30/2020,241 PEACHTREE ST NE,509,Downtown,M,33.76073,-84.38745
BURGLARY,201511142,5/30/2020,267 MARIETTA ST NW,508,Downtown,M,33.76071,-84.39469
AGG ASSAULT,201511150,5/30/2020,1430 BEATIE AVE SW,301,Capitol View,X,33.71583,-84.41064
BURGLARY,201511153,5/30/2020,3330 PEACHTREE RD NE,208,Buckhead Forest,B,33.84621,-84.37277
BURGLARY,201511161,5/30/2020,2770 LENOX RD NE,210,Pine Hills,B,33.83095,-84.3562
BURGLARY,201511172,5/30/2020,3427 LENOX RD NE,210,Lenox,B,33.84828,-84.36028
BURGLARY,201511175,5/30/2020,2525 PIEDMONT,211,Lindbergh/Morosgo,B,33.824,-84.36521
BURGLARY,201511179,5/30/2020,3330 PIEDMONT RD NE ,208,Buckhead Forest,B,33.84564,-84.37462
AGG ASSAULT,201511196,5/30/2020,288 COURTLAND ST NE,509,Downtown,M,33.76202,-84.38426
BURGLARY,201511202,5/30/2020,1935 PEACHTREE RD NE,207,Brookwood Hills,E,33.80782,-84.39359
BURGLARY,201511207,5/30/2020,3330 PIEDMONT RD NE ,208,Buckhead Forest,B,33.84564,-84.37462
BURGLARY,201511211,5/30/2020,2625 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.82742,-84.36532
BURGLARY,201511222,5/30/2020,3330 PIEDMONT RD NE ,208,Buckhead Forest,B,33.84564,-84.37462
BURGLARY,201511224,5/30/2020,3344 PEACHTREE RD NE,208,North Buckhead,B,33.84652,-84.36834
LARCENY,201511226,5/30/2020,2470 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.82205,-84.35239
BURGLARY,201511229,5/30/2020,2100 SPINK ST NW,103,Riverside,D,33.80816,-84.46473
BURGLARY,201511236,5/30/2020,3330 PIEDMONT RD NE,208,Buckhead Forest,B,33.84621,-84.37277
BURGLARY,201511253,5/30/2020,3280 PEACHTREE RD NE,208,North Buckhead,B,33.8445,-84.37017
LARCENY,201511274,5/30/2020,405 LOVEJOY ST NW,504,Downtown,M,33.76563,-84.39284
LARCENY,201511290,5/30/2020,1700 NORTHSIDE DR NW,207,Berkeley Park,D,33.80121,-84.40791
BURGLARY,201511298,5/30/2020,3440 PEACHTREE RD,210,North Buckhead,B,33.85166,-84.36235
LARCENY,201511339,5/30/2020,2980 JONESBORO RD,313,South River Gardens,Z,33.67339,-84.37144
BURGLARY,201511342,5/30/2020,1299 NORTHSIDE DR NW,207,Loring Heights,E,33.78987,-84.40719
LARCENY,201511406,5/30/2020,50 ALABAMA ST. SW.,511,Downtown,M,33.75203,-84.38944
AUTO THEFT,201511434,5/30/2020,3088 PIEDMONT RD NE,206,Buckhead Village,B,33.83971,-84.36983
LARCENY,201511447,5/30/2020,458 SEMINOLE AVE NE,602,Inman Park,N,33.76647,-84.35018
AUTO THEFT,201511468,5/30/2020,2450 CAMELLIA LN NE,211,Lindbergh/Morosgo,B,33.82269,-84.37114
LARCENY,201511503,5/30/2020,74 NORTHSIDE DR SW @GWCC CHEVRON,507,Castleberry Hill,M,33.75267,-84.40252
AGG ASSAULT,201511547,5/30/2020,784 LIBERTY COMMONS DR NW,105,Vine City,L,33.75605,-84.41446
BURGLARY,201511576,5/30/2020,900 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.70837,-84.36007
AGG ASSAULT,201511616,5/30/2020,2350 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.8195,-84.35199
BURGLARY,201511729,5/30/2020,1925 PEACHTREE RD NE,207,Brookwood Hills,E,33.80733,-84.39345
AUTO THEFT,201511777,5/30/2020,69 1ST AVE SE,611,Kirkwood,O,33.74992,-84.31153
BURGLARY,201511805,5/30/2020,2799 PIEDMONT RD NE,210,Peachtree Park,B,33.83047,-84.36763
AGG ASSAULT,201511901,5/30/2020,2460 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75187,-84.46781
LARCENY,201511943,5/30/2020,2115 GENERAL TRUMAN ST NW       ,103,Bolton,D,33.81333,-84.4461
AUTO THEFT,201512064,5/30/2020,1016 LENA ST NW ,105,Washington Park,K,33.75665,-84.4213
LARCENY,201512097,5/30/2020,1820 MARIETTA BLVD NW,103,Hills Park,D,33.80431,-84.43779
LARCENY,201512098,5/30/2020,202 10TH STREET,503,Midtown,E,33.78199,-84.3807
BURGLARY,201501823,5/29/2020,3535 PEACHTREE RD NE @TARGET - PEACHTREE,210,Lenox,B,33.85182,-84.3595
AGG ASSAULT,201501866,5/29/2020,3136 MARTIN L KING JR DR SW,406,,I,33.75,-84.49026
AGG ASSAULT,201500057,5/29/2020,862 HOLLYWOOD RD NW,109,Grove Park,J,33.77676,-84.45342
AGG ASSAULT,201500067,5/29/2020,1142 BOOKER AVE SW,302,Pittsburgh,V,33.72369,-84.3974
LARCENY,201500147,5/29/2020,2036 CLAUDE ST NW,103,Riverside,D,33.81092,-84.46624
AGG ASSAULT,201500238,5/29/2020,I-20 EB EXPY NW / HAMILTON E HOLMES DR NW,108,Westhaven,I,33.75686,-84.46887
ROBBERY,201500357,5/29/2020,3888 COLLIER DR NW,114,Old Gordon,H,33.77001,-84.51313
ROBBERY,201500388,5/29/2020,490 GLENN ST SW,303,Mechanicsville,V,33.73805,-84.40262
LARCENY,201500463,5/29/2020,371 BOULEVARD NE,603,Old Fourth Ward,M,33.76454,-84.37155
LARCENY,201500476,5/29/2020,410 POMONA CIR SW,309,Perkerson,X,33.68755,-84.40284
LARCENY,201500508,5/29/2020,862 BEECHWOOD AVE SW,301,Capitol View,X,33.72006,-84.41617
LARCENY,201500523,5/29/2020,170 BURBANK DR NW,105,Hunter Hills,K,33.75976,-84.42954
LARCENY,201500545,5/29/2020,53 14TH ST NE,503,Midtown,E,33.78634,-84.38591
LARCENY,201500560,5/29/2020,50 UPPER ALABAMA ST,511,,,0,0
AUTO THEFT,201500567,5/29/2020,412 JOHN WESLEY DOBBS AVE NE,604,Sweet Auburn,M,33.75933,-84.37394
BURGLARY,201500575,5/29/2020,56 E ANDREWS DR NW @ANDREWS SQUARE,206,South Tuxedo Park,B,33.84316,-84.38104
LARCENY,201500662,5/29/2020,935 MARIETTA ST NW,504,Marietta Street Artery,E,33.77795,-84.40849
BURGLARY,201500689,5/29/2020,258 WESTMINSTER DR NE,502,Midtown,E,33.79336,-84.37178
AUTO THEFT,201500721,5/29/2020,2866 FORREST HILLS DR SW,311,Hammond Park,X,33.67725,-84.39889
LARCENY,201500759,5/29/2020,1598 DONALD LEE HOLLOWELL PKWY NW,107,Grove Park,J,33.77167,-84.4406
LARCENY,201500811,5/29/2020,880 GLENWOOD AVE SE,606,Grant Park,W,33.73991,-84.35917
LARCENY,201500841,5/29/2020,42 RAWSON ST SE,605,Capitol Gateway,V,33.74447,-84.38602
LARCENY,201500889,5/29/2020,3176 PEACHTREE RD NE,208,Buckhead Forest,B,33.84099,-84.37658
AGG ASSAULT,201500985,5/29/2020,3349 DELMAR LN NW,111,Adamsville,H,33.75688,-84.49751
LARCENY,201500994,5/29/2020,37 S PRADO NE,502,Ansley Park,E,33.79042,-84.37638
AGG ASSAULT,201501044,5/29/2020,3041 LANDRUM DR SW,409,Southwest,R,33.70649,-84.48782
LARCENY,201501111,5/29/2020,2205 NORTHSIDE DR NW,205,,C,33.81493,-84.40582
LARCENY,201501112,5/29/2020,1155 LA VISTA RD,203,Lindridge/Martin Manor,F,33.81743,-84.351
LARCENY,201501118,5/29/2020,2755 CAMPBELLTON RD SW,409,Southwest,R,33.70235,-84.47822
LARCENY,201501151,5/29/2020,4465 CAMPBELLTON RD SW,412,,P,33.69704,-84.53462
BURGLARY,201501215,5/29/2020,523 JOSEPH E LOWERY BLVD NW,506,English Avenue,L,33.76909,-84.41722
LARCENY,201501307,5/29/2020,1919 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70278,-84.41017
AGG ASSAULT,201501374,5/29/2020,880 BERYL ST SW,302,Pittsburgh,V,33.73075,-84.40734
AUTO THEFT,201501392,5/29/2020,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
BURGLARY,201501403,5/29/2020,631 S EUGENIA PL NW,107,Grove Park,J,33.77239,-84.45382
LARCENY,201501502,5/29/2020,118 POPLAR ST NW ,508,Downtown,M,33.75742,-84.39075
AGG ASSAULT,201501529,5/29/2020,671 UNIVERSITY AVE SW,301,Adair Park,V,33.72227,-84.40952
LARCENY,201501560,5/29/2020,350 SCHOEN ST SE,307,Lakewood Heights,Y,33.70424,-84.37558
ROBBERY,201501563,5/29/2020,516 LEE ST SW,401,West End,T,33.74087,-84.41346
AUTO THEFT,201501575,5/29/2020,299 N HIGHLAND AVE NE,602,Inman Park,N,33.76267,-84.35835
ROBBERY,201501586,5/29/2020,GLENWOOD AVE SE / 2ND AVE SE,611,East Lake,O,33.74001,-84.3097
LARCENY,201501587,5/29/2020,1125 PEACHTREE ST NE,503,Midtown,E,33.78515,-84.38267
BURGLARY,201501609,5/29/2020,2394 MACON DR SW ,310,Swallow Circle/Baywood,Z,33.68929,-84.39029
LARCENY,201501635,5/29/2020,685 11TH ST NW,501,Home Park,E,33.78332,-84.40974
LARCENY,201501689,5/29/2020,710 PEACHTREE ST NE,505,Midtown,E,33.77411,-84.38484
LARCENY,201501725,5/29/2020,644 VIRGINIA AVE NE,601,Virginia Highland,F,33.7818,-84.36629
AGG ASSAULT,201481890,5/28/2020,1890 MYRTLE DR SW,410,Campbellton Road,R,33.70264,-84.45432
AUTO THEFT,201470647,5/28/2020,98 WYMAN ST SE,610,Kirkwood,O,33.75063,-84.33291
BURGLARY,201482022,5/28/2020,956 BRADY AVE NW,501,Home Park,E,33.78099,-84.41305
AGG ASSAULT,201490126,5/28/2020,1255 W PEACHTREE ST NE @ARTS CENTER MARTA ST,502,Midtown,E,33.78966,-84.38716
BURGLARY,201490260,5/28/2020,1188 MCLENDON AVE NE,608,Candler Park,N,33.7652,-84.34872
BURGLARY,201490262,5/28/2020,539 10TH ST NW,501,Home Park,E,33.78166,-84.40502
LARCENY,201490369,5/28/2020,179 MAPLE ST NW,102,Vine City,L,33.7595,-84.40504
BURGLARY,201490497,5/28/2020,969 WESTMOOR DR NW,105,Washington Park,K,33.75972,-84.41931
LARCENY,201490532,5/28/2020,3701 JONESBORO RD SE,313,Blair Villa/Poole Creek,Z,33.65298,-84.36844
AGG ASSAULT,201490559,5/28/2020,1401 KENNESAW DR NW,107,Grove Park,J,33.767,-84.43378
LARCENY,201490651,5/28/2020,238 LAKEMOORE DR NE,209,North Buckhead,B,33.86506,-84.37991
LARCENY,201490766,5/28/2020,589 SEMINOLE AVE NE,602,Poncey-Highland,N,33.7706,-84.35033
AGG ASSAULT,201490770,5/28/2020,1470 OLIVE ST SW,408,Venetian Hills,S,33.71496,-84.43113
LARCENY,201490789,5/28/2020,847 LAKE AVE NE,602,Inman Park,N,33.75954,-84.35976
LARCENY,201490865,5/28/2020,3885 JONESBORO RD SE @HOME DEPOT,313,South River Gardens,Z,33.64883,-84.36584
LARCENY,201491004,5/28/2020,3393 PEACHTREE RD,210,Lenox,B,33.84322,-84.36132
AGG ASSAULT,201491036,5/28/2020,246 ORMOND ST SW,303,Mechanicsville,V,33.73165,-84.3961
AUTO THEFT,201491063,5/28/2020,811 JUNIPER ST NE ,505,Midtown,E,33.77651,-84.38245
LARCENY,201491140,5/28/2020,1829 CAMPBELLTON RD SW,408,Venetian Hills,S,33.71,-84.44863
AGG ASSAULT,201491219,5/28/2020,3215 CUSHMAN CIR SW,406,,I,33.74919,-84.49309
AUTO THEFT,201491228,5/28/2020,2943 HAPEVILLE RD SW,311,Glenrose Heights,Z,33.67443,-84.39376
LARCENY,201491262,5/28/2020,4279 ROSWELL RD NE @PUBLIX - ROSWELL,209,North Buckhead,B,33.87121,-84.37931
LARCENY,201491276,5/28/2020,3286 NORTHSIDE PKWY NW,201,,C,33.84508,-84.42642
AUTO THEFT,201491362,5/28/2020,3669 POWERS FERRY RD NE,209,East Chastain Park,B,33.85641,-84.38288
LARCENY,201491458,5/28/2020,2161 PIEDMONT RD NE,211,Lindridge/Martin Manor,F,33.81558,-84.366
LARCENY,201491463,5/28/2020,680 MURPHY AVE SW,301,Adair Park,V,33.73647,-84.41227
